Aged,Married,TotalDependents,ServiceSpan,MobileService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,QuarterlyPayment,GrandPayment,sex_Male,4GService_Satellite Broadband,4GService_Wifi Broadband,SettlementProcess_Card,SettlementProcess_Check,SettlementProcess_Electronic
0,1,0,0.97260274,1,1,0,1,1,0.592414649,0.609131286,1,0,0,1,0,0
0,0,1,0.191780822,1,0,0,0,1,0.620271273,0.151129576,0,0,1,0,0,1
0,1,0,1,1,1,1,1,0,0.887615848,0.907181347,1,1,0,1,0,0
0,0,0,0.97260274,1,1,1,1,0,0.625058545,0.657217094,1,0,1,0,0,0
0,0,0,0.219178082,1,0,0,0,0,0.019512492,0.037786808,0,0,1,0,1,0
0,1,1,0.95890411,0,1,0,0,0,0.749967656,0.787942445,0,0,0,0,0,1
0,0,0,0.123287671,1,0,0,0,1,0.572899748,0.06650468,1,0,0,0,0,1
0,0,0,0.095890411,1,0,0,0,1,0.61130436,0.060350202,1,1,0,0,0,1
0,0,0,0.356164384,1,0,0,0,0,0.525312973,0.199202899,0,0,1,0,0,1
0,0,0,0.054794521,1,0,0,0,0,0.025721298,0.009308492,1,1,0,0,1,0
1,1,0,0.095890411,1,0,0,0,0,0.04256991,0.023740191,1,0,1,0,1,0
1,0,0,0.02739726,1,0,0,0,1,0.741867805,0.019785566,1,0,1,0,0,1
0,1,0,0.684931507,1,1,0,0,0,0.765390137,0.565584159,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0.699155325,0.0102702,1,1,0,0,0,1
0,0,0,0.684931507,1,0,0,0,0,0.614393848,0.470419653,0,0,1,0,0,0
0,1,1,0.342465753,1,0,0,0,0,0.070923928,0.07000094,1,0,1,0,1,0
0,0,0,0.712328767,1,0,0,0,0,0.611591398,0.495984605,0,1,0,0,0,0
0,0,0,0.890410959,1,0,0,0,0,0.092596702,0.195786555,0,1,0,0,0,0
1,0,0,0.178082192,1,0,1,0,0,0.365631224,0.084489121,0,1,0,0,0,1
0,1,1,0.95890411,1,0,0,1,1,0.763424782,0.768033941,0,0,1,1,0,0
1,1,0,0.054794521,1,0,0,0,0,0.519157848,0.039305715,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0.323176974,0.005571015,0,0,0,0,0,1
0,0,0,0.068493151,1,0,0,0,1,0.57583471,0.03668603,0,1,0,0,0,1
0,0,0,0.726027397,1,1,0,1,0,0.607082044,0.48552288,0,0,1,1,0,0
0,0,0,0.602739726,1,0,0,0,0,0.551702527,0.374067452,1,0,1,0,0,0
0,1,1,0.97260274,0,1,1,1,0,0.915313002,0.924780093,0,0,1,0,0,0
0,1,1,0.698630137,1,0,1,0,1,0.847613979,0.642209879,0,0,1,0,0,1
0,1,1,0.904109589,1,1,0,1,0,0.748207165,0.729989643,0,0,0,1,0,0
0,0,0,0.082191781,1,0,1,1,0,0.381801686,0.03367062,1,0,1,0,0,1
0,0,0,0.369863014,1,0,1,0,0,0.62434083,0.252378645,1,0,1,0,0,1
0,0,0,0.01369863,1,0,0,0,0,0.040379062,0.002450449,0,0,1,0,1,0
1,0,0,0.068493151,1,0,0,0,0,0.66604887,0.047048679,0,0,1,0,0,1
0,1,0,0.561643836,0,0,1,0,0,0.545862407,0.345591387,0,1,0,0,0,1
0,1,1,0.287671233,1,1,0,1,0,0.188460942,0.093925628,0,0,0,0,1,0
0,0,1,0.150684932,1,0,0,0,1,0.643690772,0.111432005,1,1,0,0,0,1
0,1,1,0.068493151,1,0,1,1,1,0.216198431,0.025213137,0,0,1,0,1,0
0,1,0,0.424657534,1,1,0,1,1,0.563636322,0.268732792,0,1,0,1,0,0
0,0,0,0.01369863,1,0,0,1,0,0.334202288,0.005858267,1,0,1,0,0,1
0,0,0,0.273972603,1,0,0,1,0,0.716391102,0.229677751,1,0,1,0,0,1
0,1,0,0.369863014,0,0,0,0,0,0.61488375,0.260826253,1,1,0,0,0,0
0,1,1,0.97260274,1,1,1,1,0,0.867392696,0.881742696,1,1,0,1,0,0
0,0,0,0.205479452,1,0,1,1,0,0.765277921,0.18895638,0,1,0,0,0,0
0,0,0,0.109589041,1,0,0,0,1,0.038952755,0.01633401,0,0,0,0,0,0
0,1,1,0.98630137,1,1,1,1,0,0.89214043,0.895930204,0,1,0,1,0,0
0,1,0,0,1,0,0,0,1,0.602305032,0.009432568,1,0,1,0,0,1
0,0,0,0.01369863,1,0,0,0,0,0.351625601,0.013153958,0,1,0,0,1,0
0,1,1,0.602739726,1,0,1,1,1,0.894672239,0.564152779,0,0,0,0,0,0
0,1,1,0.109589041,1,0,0,0,0,0.033755767,0.022818181,0,0,0,0,1,0
1,0,0,0.97260274,1,0,1,1,1,0.561185201,0.600368729,1,0,0,0,0,0
0,1,1,0.95890411,0,1,1,1,0,0.537120502,0.587638824,0,0,0,0,0,0
0,1,0,0.917808219,0,0,0,0,0,0.083022993,0.1859922,0,0,0,1,0,0
0,0,1,0.02739726,1,1,1,0,1,0.393660582,0.018472311,1,0,0,0,1,0
0,0,0,0.863013699,1,0,0,0,0,0.091222643,0.179966909,0,0,1,1,0,0
0,1,1,0.794520548,1,0,0,0,1,0.046358209,0.148372116,0,0,1,0,1,0
1,1,0,0.97260274,1,1,1,1,1,0.933809655,0.910200769,1,0,0,0,0,0
1,0,0,0.616438356,1,0,1,0,0,0.562910269,0.359534936,1,0,1,0,0,1
0,1,0,0.95890411,1,1,1,1,1,0.950036379,0.964481735,0,1,0,1,0,0
0,1,1,0.589041096,1,0,0,0,1,0.043211928,0.106746589,1,1,0,0,0,0
0,0,1,0.109589041,1,1,1,1,1,0.573761804,0.079926419,0,0,1,1,0,0
0,1,0,0.205479452,1,0,0,0,0,0.02518354,0.03930676,0,0,1,1,0,0
1,1,0,0.150684932,1,1,0,0,1,0.573773024,0.083047322,0,0,1,0,0,1
0,0,0,0.109589041,1,0,0,0,0,0.01615084,0.020242414,0,0,0,0,1,0
0,1,0,0.98630137,1,1,1,1,0,0.655768553,0.687063471,0,0,1,1,0,0
0,1,1,0.97260274,1,1,1,1,1,0.89224895,0.889507373,1,0,1,0,0,0
0,0,0,0.917808219,1,0,1,0,0,0.604003738,0.613648888,0,0,0,0,0,1
0,0,0,0.164383562,1,1,0,0,0,0.664522249,0.112829219,0,0,1,1,0,0
0,1,1,0.287671233,1,0,0,0,1,0.082786563,0.059230249,0,1,0,1,0,0
0,1,1,0.767123288,1,1,1,0,0,0.498966957,0.438653998,0,1,0,0,0,0
0,0,0,0.054794521,1,1,0,0,0,0.184587674,0.012502001,0,1,0,0,1,0
0,0,0,0.616438356,1,1,1,1,0,0.685558669,0.476395862,1,1,0,0,0,0
0,0,1,0.383561644,1,0,0,0,1,0.040886667,0.061548147,1,0,0,0,1,0
1,0,0,0.273972603,1,0,1,0,0,0.756950547,0.204688604,0,0,0,1,0,0
0,0,0,0.054794521,1,0,0,0,1,0.044974189,0.014381045,1,1,0,0,1,0
0,0,0,0.369863014,0,1,1,0,0,0.519298837,0.227062367,1,1,0,0,0,0
1,1,0,0.397260274,1,0,0,1,1,0.620479465,0.27820918,0,0,0,0,0,1
0,1,0,0.671232877,1,1,0,0,0,0.223563984,0.23856085,1,1,0,0,0,0
0,0,0,0.123287671,1,1,0,0,0,0.61044246,0.107057064,1,0,1,0,0,0
0,0,0,0.246575342,1,0,0,1,0,0.792037832,0.204705967,0,0,0,0,0,0
1,1,1,0.97260274,0,1,1,1,1,0.700675969,0.742640024,1,0,1,1,0,0
0,0,0,0.068493151,1,0,1,0,0,0.785947572,0.056685865,0,1,0,0,0,0
0,0,0,0.01369863,1,1,0,0,0,0.366882037,0.012626397,1,0,1,0,1,0
0,0,0,0.082191781,1,1,0,0,1,0.354541848,0.032781689,0,0,1,0,0,1
0,1,0,0.561643836,1,0,0,0,0,0.448609037,0.303522069,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0.029338205,0.002431487,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0.034083434,0.002365075,0,0,0,0,1,0
0,1,0,0.136986301,1,0,1,0,1,0.625068749,0.085336295,1,0,0,0,0,1
0,1,0,0.98630137,1,0,0,0,0,0.092505329,0.216052807,1,0,1,1,0,0
0,0,0,0.945205479,0,1,1,0,0,0.587006644,0.602537396,0,1,0,1,0,0
1,1,0,0.356164384,1,1,0,0,0,0.586225235,0.222096732,1,0,0,0,0,0
1,1,0,0.671232877,1,1,1,0,0,0.882625367,0.625244942,1,0,0,0,0,0
0,1,1,0.95890411,0,1,1,1,1,0.956343466,0.95509767,1,1,0,0,0,0
0,0,0,0.794520548,1,0,0,0,0,0.057699894,0.12957469,0,0,1,0,0,0
0,0,0,0.109589041,0,0,0,0,0,0.610696335,0.060426894,0,1,0,0,0,1
0,1,0,0.890410959,1,1,0,0,0,0.710750633,0.69741577,0,0,1,1,0,0
0,0,0,0.726027397,1,1,1,0,0,0.660095893,0.528465295,0,0,1,1,0,0
0,1,0,0.684931507,1,0,0,0,1,0.035671404,0.116793967,1,0,1,0,0,1
0,1,0,0.04109589,1,1,0,0,0,0.706722855,0.04766382,1,0,1,0,0,1
0,1,1,0.753424658,1,1,0,1,1,0.579191285,0.490767663,1,1,0,1,0,0
0,0,0,0.520547945,1,0,1,0,1,0.807747719,0.438772225,1,1,0,0,0,1
0,1,0,0.835616438,1,0,1,1,1,0.432283618,0.412419674,1,0,1,0,0,0
0,0,0,0.136986301,1,0,0,0,0,0.562705004,0.095149024,1,1,0,0,0,1
1,0,0,0.643835616,1,0,0,0,1,0.266747159,0.242766696,0,0,1,0,1,0
1,1,0,0.328767123,1,0,0,0,1,0.729506026,0.26087782,1,1,0,0,0,1
0,0,0,0.02739726,1,0,0,0,0,0.022890395,0.004747982,1,0,1,0,1,0
0,1,0,0.02739726,1,0,0,0,0,0.026405472,0.005127582,0,0,1,0,0,0
0,0,0,0.273972603,1,0,0,0,1,0.028034697,0.044799437,1,1,0,0,1,0
0,1,1,0.054794521,1,0,0,0,0,0.03458138,0.01094151,1,1,0,0,1,0
0,0,1,0.287671233,1,0,0,0,0,0.040026466,0.053634917,0,1,0,0,1,0
0,0,0,0.260273973,1,0,0,1,0,0.501101285,0.157974222,0,0,1,1,0,0
0,0,0,0.01369863,1,0,0,0,1,0.083483475,0.003032371,1,0,0,0,0,1
0,0,0,0.123287671,1,0,0,0,0,0.508175748,0.085243847,0,0,1,0,0,1
1,1,0,0.520547945,1,0,0,0,0,0.540881745,0.330563327,1,1,0,0,0,0
0,0,0,0.616438356,1,1,0,1,0,0.410977227,0.323836562,0,0,1,0,1,0
0,1,0,0.726027397,1,1,1,1,0,0.864122073,0.63163412,1,0,1,0,0,1
0,1,0,0.02739726,1,1,0,0,0,0.767256367,0.010870375,0,0,1,0,0,1
1,1,0,0.164383562,1,1,0,0,1,0.737439087,0.145363061,1,1,0,1,0,0
0,0,0,0.821917808,1,1,1,1,1,0.847422384,0.717859918,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,0.562775017,0.008671619,1,0,0,0,0,0
0,0,0,0.410958904,1,0,0,0,0,0.03292883,0.081557983,0,0,0,1,0,0
0,1,0,1,1,1,0,0,0,0.608756778,0.660705044,0,1,0,0,0,0
0,0,0,0.068493151,1,0,0,0,0,0.442919888,0.04269182,0,0,1,0,0,1
0,0,0,0.01369863,1,0,0,0,0,0.610895005,0.016799502,0,0,1,0,0,1
0,0,1,0.150684932,1,1,0,0,0,0.520521128,0.096354248,0,1,0,0,1,0
0,0,0,0.082191781,1,0,0,0,0,0.307100104,0.028812437,1,0,1,0,1,0
0,0,0,0.232876712,1,0,1,1,0,0.370772655,0.120614246,0,1,0,1,0,0
0,1,0,0.465753425,1,0,0,0,1,0.044537202,0.083157686,1,0,0,0,0,0
0,1,1,0.95890411,0,0,0,0,0,0.028626656,0.152844252,1,0,1,1,0,0
0,0,0,0.698630137,1,0,0,1,1,0.620911693,0.500606044,0,0,0,0,1,0
1,0,0,0.04109589,1,0,0,0,0,0.61336736,0.022604379,1,1,0,0,0,1
0,0,0,0.835616438,1,0,0,0,0,0.045274822,0.149738228,0,0,1,0,1,0
0,0,1,0.438356164,1,1,0,1,0,0.17756693,0.128262028,0,0,1,1,0,0
1,1,0,0.808219178,1,1,1,1,1,0.757786663,0.631314297,1,0,1,0,0,1
1,0,0,0.342465753,1,1,1,0,1,0.90068089,0.329153426,1,0,1,0,0,0
0,0,0,0.01369863,1,0,0,0,1,0.70581184,0.010346008,0,0,0,0,0,1
0,1,1,0.712328767,1,0,0,0,1,0.022869786,0.118514673,1,0,0,0,1,0
0,1,1,0.04109589,1,0,0,0,0,0.518543971,0.02306337,0,0,1,0,0,1
0,1,1,0,1,0,0,0,1,0.032941309,0,1,1,0,0,1,0
0,1,1,0.260273973,1,0,1,0,1,0.390589564,0.114121964,1,1,0,0,0,1
1,0,0,0.01369863,0,0,0,0,0,0.745526143,0.0211115,0,0,1,0,0,1
0,0,0,0.95890411,1,1,1,1,1,0.445200132,0.50556645,1,0,1,1,0,0
0,1,1,0.931506849,0,1,1,1,0,0.716040162,0.718036682,0,0,0,1,0,0
0,1,1,0.082191781,1,1,1,1,0,0.326987379,0.035118134,0,0,1,1,0,0
0,0,1,0.273972603,1,0,1,0,0,0.700570654,0.230599816,0,0,1,0,0,1
0,0,0,0.452054795,1,1,0,0,0,0.376927952,0.217023153,0,0,1,0,1,0
0,0,1,0.191780822,1,1,1,1,1,0.701703785,0.133811839,0,1,0,1,0,0
0,0,1,0.712328767,1,1,0,1,0,0.432302921,0.393934724,0,1,0,1,0,0
0,1,1,0.095890411,1,1,1,0,1,0.513686914,0.054833934,0,1,0,0,0,1
0,1,0,0.095890411,1,0,0,0,0,0.522464325,0.052056827,0,0,0,0,0,1
0,0,0,0.452054795,1,0,1,0,1,0.486287593,0.258616283,1,0,1,1,0,0
1,0,0,0.219178082,1,0,0,0,1,0.323284948,0.099625521,1,0,1,1,0,0
0,0,0,0.109589041,1,0,0,0,0,0.558563837,0.092160448,0,1,0,0,0,1
0,1,0,0.780821918,1,1,0,1,1,0.447719169,0.400513402,1,0,0,0,0,0
1,1,0,0.191780822,1,1,1,0,0,0.781802833,0.160169293,1,1,0,0,0,1
0,0,1,0.315068493,1,0,1,0,1,0.312795259,0.11883492,0,1,0,1,0,0
0,1,1,0.863013699,1,1,1,1,0,0.931171113,0.831744463,1,1,0,0,0,1
0,1,0,0.068493151,1,0,0,1,0,0.666589544,0.04634722,0,1,0,0,0,1
0,1,1,0.589041096,1,0,1,1,1,0.319580348,0.260786604,0,0,1,0,0,0
0,1,1,0.904109589,1,0,0,0,1,0.095366823,0.186637516,1,0,1,0,0,0
0,1,1,0.684931507,1,0,1,0,0,0.724463838,0.517525752,0,1,0,1,0,0
0,0,0,0.082191781,1,0,0,0,0,0.050020364,0.019046171,0,0,1,0,1,0
0,0,0,0.04109589,1,0,0,1,1,0.67594535,0.049182571,0,0,1,1,0,0
0,1,0,0.671232877,1,0,1,0,1,0.184923435,0.184863281,0,0,1,0,1,0
0,1,1,0.698630137,1,1,1,1,0,0.665856868,0.531493677,0,0,1,0,0,1
0,0,1,0.438356164,1,0,0,0,0,0.040342184,0.080230544,1,0,1,0,1,0
0,1,0,0.95890411,1,0,1,0,0,0.800227967,0.787494402,1,1,0,0,0,0
0,0,1,0.02739726,1,0,0,0,0,0.091613162,0.003107008,1,0,1,0,1,0
0,1,1,0.712328767,1,1,0,1,1,0.432109038,0.376876344,0,0,1,0,0,0
0,0,0,0.054794521,1,1,0,0,0,0.606472535,0.057171102,0,1,0,0,0,1
0,0,0,0.02739726,1,0,0,0,1,0.340625124,0.005769697,1,0,1,1,0,0
0,0,0,0.301369863,1,0,0,0,0,0.04969309,0.054009545,0,0,1,0,0,0
0,0,0,0.547945205,1,0,0,0,1,0.081495333,0.114787174,0,1,0,0,0,0
0,1,1,0.671232877,1,0,0,1,1,0.619811075,0.445558318,0,0,1,0,0,1
0,0,0,0.191780822,1,0,1,0,0,0.76715109,0.179279146,0,0,0,1,0,0
0,1,0,0.178082192,1,0,0,0,1,0.654169742,0.142425811,0,1,0,0,0,1
0,0,0,0.123287671,1,0,0,0,0,0.68854746,0.090955181,1,0,1,0,1,0
0,0,0,0.04109589,0,0,0,0,0,0.602814182,0.016599791,0,1,0,0,0,1
0,1,1,0.342465753,1,1,1,0,1,0.371861184,0.167424823,1,1,0,1,0,0
0,1,0,0.863013699,0,1,1,0,0,0.544143739,0.493080163,0,0,0,1,0,0
0,1,0,0.095890411,1,1,1,1,0,0.620326018,0.066711989,1,0,1,0,0,0
0,0,0,0.123287671,1,0,0,0,1,0.525148703,0.063571991,1,0,1,0,0,0
0,1,1,0.95890411,1,1,1,1,0,0.912179222,0.927857439,1,1,0,0,0,0
1,1,0,0.95890411,1,1,1,1,1,0.571229129,0.617172372,0,0,0,0,0,0
0,0,0,0.452054795,1,0,1,1,0,0.154267806,0.135409992,1,1,0,0,1,0
0,0,0,0,1,0,1,0,0,0.362856445,0.006224237,1,0,1,0,0,1
0,0,0,0.191780822,1,0,0,0,0,0.613619023,0.14385601,1,0,1,0,1,0
0,0,0,0.054794521,1,0,0,0,0,0.743507167,0.053336149,1,0,0,0,0,0
0,0,1,0.315068493,0,1,0,1,0,0.232128627,0.10892356,1,1,0,0,0,0
0,1,1,1,1,1,1,1,0,0.95898897,0.927683132,1,0,1,1,0,0
0,1,0,0.890410959,1,0,0,1,0,0.844164977,0.782407196,1,0,1,0,0,0
0,1,1,0.301369863,1,1,0,1,1,0.614844878,0.22147527,1,0,1,0,0,0
0,0,0,0.109589041,1,0,0,0,0,0.036931968,0.015926525,0,0,1,0,1,0
0,1,1,0.232876712,0,1,0,1,0,0.431792978,0.125406545,1,1,0,0,1,0
0,0,0,0.246575342,1,1,1,0,0,0.464989358,0.161139793,1,0,1,1,0,0
0,0,0,0.465753425,0,0,0,0,0,0.068958605,0.09367519,1,0,1,0,0,1
0,1,1,1,1,1,1,1,0,0.741080871,0.770321769,0,0,1,0,0,0
1,1,0,0.328767123,1,0,1,0,0,0.804009451,0.289518539,1,0,0,0,0,1
1,0,0,0.287671233,1,0,0,0,1,0.532028092,0.159836115,1,0,0,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.593663283,0.009247513,1,0,1,0,0,1
0,1,1,0.369863014,1,0,0,0,1,0.031622053,0.059536008,0,0,0,1,0,0
0,1,1,0.01369863,1,0,1,1,1,0.545532343,0,1,0,1,0,1,0
0,1,0,0.97260274,1,0,0,0,0,0.087182696,0.209035978,0,1,0,0,0,1
0,1,0,0.684931507,1,1,0,0,0,0.216822042,0.232605875,0,0,0,0,0,1
0,1,1,0.808219178,1,0,0,0,1,0.043564483,0.150876903,0,0,1,1,0,0
0,1,0,0.369863014,1,0,0,1,1,0.677037846,0.252919992,0,0,1,1,0,0
0,0,0,0.301369863,1,0,0,1,0,0.71986432,0.260064238,1,0,1,0,0,1
0,1,1,0.904109589,1,0,0,0,0,0.550244075,0.559577603,0,1,0,0,0,0
0,0,0,0.698630137,1,1,0,0,0,0.457403484,0.384743339,1,1,0,1,0,0
0,1,0,0.808219178,1,1,1,1,0,0.79453861,0.684205603,0,1,0,0,0,0
0,1,1,0.465753425,1,1,0,0,0,0.137301566,0.107847085,0,1,0,0,0,0
1,1,0,0.931506849,1,0,0,0,0,0.039123154,0.145512946,1,1,0,0,0,0
0,1,1,0.205479452,1,1,1,0,1,0.470023683,0.117902852,0,0,0,0,1,0
1,1,0,0.424657534,1,0,1,0,1,0.72553731,0.326558689,1,0,1,0,0,1
0,0,0,0.054794521,1,0,0,0,1,0.038126832,0.006839984,1,0,1,0,1,0
0,1,1,0.945205479,1,0,0,0,0,0.038013689,0.17297184,1,1,0,0,0,0
0,0,0,0.04109589,1,0,0,0,0,0.038880838,0.004431168,0,0,1,0,1,0
0,0,0,0.767123288,1,1,1,1,0,0.411543923,0.365677699,1,1,0,0,0,1
0,1,0,0.616438356,1,1,1,1,1,0.233003144,0.21217309,1,0,1,1,0,0
0,1,0,0.520547945,1,0,0,0,0,0.826581646,0.473649894,1,0,1,0,0,1
0,1,1,0.835616438,1,1,1,0,1,0.63973305,0.625695819,1,0,1,1,0,0
0,1,1,0.164383562,1,0,0,0,0,0.092092055,0.031631857,1,0,0,1,0,0
0,0,0,0.246575342,1,0,1,0,1,0.589514114,0.17194486,0,0,1,0,0,1
0,1,1,0.876712329,1,1,1,1,1,0.552039506,0.538153983,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,0.037029715,0.004492356,1,1,0,0,1,0
0,0,0,0.493150685,1,0,1,0,1,0.818834365,0.417526464,0,0,0,0,0,0
1,1,1,0.630136986,1,1,1,1,1,0.863633779,0.583795436,0,0,0,0,0,1
0,1,1,0.97260274,1,0,0,0,0,0.075435707,0.214041078,0,0,0,0,0,0
0,1,1,0.561643836,0,0,0,0,0,0.321900941,0.234432312,1,1,0,0,0,1
0,1,1,0.904109589,1,1,0,1,0,0.412613555,0.438699943,1,1,0,1,0,0
0,1,1,0.767123288,0,0,1,0,0,0.728051812,0.634603155,0,0,1,0,0,1
0,0,0,0.01369863,1,0,0,0,1,0.647298193,0.028533931,0,0,1,0,0,1
0,1,0,0.246575342,1,0,1,0,0,0.312933892,0.101184301,0,1,0,0,1,0
0,0,0,0.136986301,0,0,0,0,0,0.034616819,0.030605181,0,1,0,1,0,0
0,1,1,0.479452055,1,0,0,0,0,0.085708053,0.093168316,0,0,0,0,0,0
0,1,1,0.109589041,1,1,1,1,1,0.491408381,0.076367689,1,0,0,0,1,0
1,1,1,0.465753425,1,0,1,1,0,0.907118185,0.417236708,1,1,0,0,0,1
0,1,0,0.698630137,1,0,1,0,0,0.870904444,0.633082209,0,0,1,0,0,0
0,0,0,0,1,0,1,0,0,0.644395945,0.009536195,1,0,0,0,0,1
0,1,1,0.904109589,1,0,1,0,1,0.858134133,0.804764805,0,1,0,0,0,1
0,1,1,0.657534247,1,0,0,0,1,0.018109626,0.109328565,0,0,0,0,1,0
0,0,0,0.150684932,0,1,1,0,1,0.443043648,0.084593682,1,1,0,0,0,0
0,0,1,0.342465753,1,0,0,1,0,0.612924088,0.251184505,0,0,0,0,0,1
0,1,0,0.876712329,1,1,1,0,1,0.47359795,0.509898931,1,0,1,1,0,0
0,1,1,0.178082192,1,1,0,1,0,0.148113905,0.051298754,0,0,0,1,0,0
0,0,1,0.931506849,1,1,0,1,0,0.481884788,0.563127185,0,0,1,0,0,1
0,1,1,0.232876712,1,0,0,0,0,0.028742742,0.041290751,0,0,1,0,1,0
0,0,0,0.109589041,1,0,0,0,0,0.751266483,0.073287936,1,0,0,0,0,1
0,1,0,0.876712329,1,1,1,1,0,0.556267839,0.548134188,1,0,0,0,1,0
0,0,0,0.205479452,1,0,0,0,0,0.02078123,0.034081887,1,0,1,1,0,0
0,0,0,0.863013699,0,0,1,1,1,0.895020654,0.79929739,0,1,0,0,0,1
0,0,0,0.493150685,1,0,0,0,0,0.651317982,0.353196809,1,0,1,0,0,1
0,0,0,0.04109589,1,0,0,0,1,0.032552982,0.003538714,1,1,0,1,0,0
0,1,1,0.287671233,1,1,1,1,0,0.226977803,0.095136695,1,0,0,1,0,0
0,1,0,0.068493151,1,0,0,0,1,0.599013546,0.035598554,0,0,1,0,0,1
0,0,0,0.01369863,0,0,0,0,0,0.036082059,0.002505416,0,0,0,0,1,0
0,1,1,0.054794521,1,0,0,0,0,0.652720826,0.054993369,1,1,0,1,0,0
0,0,0,0.109589041,1,0,0,0,0,0.29685769,0.056593726,0,0,0,0,1,0
0,0,0,0.109589041,1,0,0,0,0,0.276210066,0.050245521,0,0,1,1,0,0
0,0,0,0.780821918,1,0,0,0,0,0.551306429,0.47118471,1,0,1,0,0,1
0,0,0,0.726027397,1,0,1,1,1,0.630874078,0.487429798,1,0,1,0,0,0
0,1,1,0.98630137,1,1,1,1,1,0.603798306,0.651989517,1,0,0,0,0,0
0,0,1,0.232876712,1,0,0,0,0,0.287977454,0.086084483,1,1,0,1,0,0
1,1,0,0.753424658,1,1,0,0,1,0.42946291,0.38173695,1,0,0,1,0,0
0,1,0,0.863013699,0,0,1,1,1,0.505675177,0.504298773,0,0,1,0,1,0
0,0,0,0.794520548,1,0,0,0,0,0.084815388,0.171930623,0,0,0,0,0,1
0,0,1,0.04109589,1,0,0,0,1,0.519017234,0.02563885,1,1,0,0,0,1
0,1,1,0.301369863,1,0,0,0,0,0.541975736,0.180309018,1,0,1,0,0,0
1,1,0,0.602739726,1,0,0,0,1,0.131653958,0.156509965,0,1,0,0,0,1
0,0,0,0.150684932,1,0,0,0,1,0.274098213,0.056703571,0,0,0,1,0,0
0,0,0,0.356164384,1,1,0,1,1,0.420013603,0.190771503,0,0,1,0,0,1
1,1,0,0.931506849,1,0,1,0,1,0.62526348,0.643498923,1,1,0,1,0,0
0,0,0,1,1,1,1,1,0,0.575850581,0.614364402,0,0,1,0,0,0
0,0,0,0.219178082,1,0,0,0,1,0.710369655,0.175943273,0,0,1,1,0,0
1,0,0,0.698630137,1,0,1,1,1,0.851765673,0.601244873,0,0,1,0,0,1
1,1,1,0.602739726,1,1,1,0,0,0.81692259,0.522916618,0,1,0,0,0,1
0,0,0,0.01369863,1,0,1,0,0,0.551296465,0.026866653,1,0,1,1,0,0
0,0,1,0.356164384,1,1,0,0,1,0.225635531,0.111688909,1,0,1,1,0,0
0,0,0,0.493150685,1,0,1,1,1,0.83384548,0.459059753,0,0,0,0,0,1
0,1,0,0.02739726,1,1,0,1,1,0.605867833,0.022664531,0,1,0,0,0,1
0,0,0,0.452054795,1,0,0,0,1,0.571986483,0.30353967,0,1,0,1,0,0
0,0,0,0.506849315,1,0,0,0,1,0.644528824,0.351052976,0,0,0,0,0,1
0,1,1,0.01369863,0,0,0,0,0,0.708064275,0.021357345,1,1,0,0,0,0
0,0,0,0.328767123,0,0,1,0,0,0.662593725,0.235705122,1,0,1,0,0,0
0,1,1,0.726027397,1,0,0,0,0,0.014237197,0.127822122,0,0,0,0,1,0
1,1,0,0.465753425,0,0,0,0,1,0.559906916,0.279215047,0,1,0,0,0,1
0,1,1,0.369863014,1,0,0,0,0,0.722398842,0.295721491,0,0,0,0,0,0
0,0,0,0.054794521,1,0,1,0,1,0.403395451,0.018894103,1,0,1,0,0,1
0,1,1,0.506849315,1,1,0,0,0,0.572499069,0.306297346,1,1,0,0,0,0
0,0,1,0.506849315,1,0,1,0,0,0.147789406,0.130377395,1,0,1,1,0,0
0,1,0,0.917808219,1,0,1,0,0,0.669205447,0.663230217,1,1,0,1,0,0
1,1,0,0.97260274,1,0,1,0,0,0.835961606,0.885398265,1,0,1,0,0,0
1,1,0,0.383561644,1,1,0,0,0,0.125890131,0.092779941,1,0,1,1,0,0
0,0,0,0.02739726,1,1,0,0,0,0.608115387,0.038746129,1,1,0,0,0,1
0,1,1,0.054794521,1,0,0,0,1,0.617143943,0.027774146,0,0,0,0,0,1
0,1,0,0.369863014,1,0,1,0,1,0.704720032,0.280312038,0,0,1,1,0,0
0,1,1,0.342465753,1,1,0,1,0,0.371401847,0.152121781,0,0,1,0,0,1
0,0,0,0.904109589,1,1,1,1,0,0.314122106,0.365916873,1,0,1,0,1,0
0,1,1,0.301369863,1,1,0,1,0,0.396899318,0.147982943,1,0,0,0,1,0
0,0,0,0.082191781,0,0,0,0,0,0.748829325,0.073023011,0,0,1,0,1,0
0,0,0,0.01369863,0,0,0,0,0,0.020972457,0.002168327,0,1,0,0,0,1
0,1,1,0.657534247,1,0,0,1,0,0.456321636,0.346296015,0,0,0,0,0,0
0,0,0,0.602739726,1,0,0,0,0,0.101342222,0.127934856,1,0,0,0,0,0
0,0,0,0.095890411,1,0,0,0,0,0.48170626,0.063030034,0,0,0,0,0,1
